Tender,Company,Procurement,Notice,Location,Closing,Value,Date
"Upcoming Procurement Of A Consultant To Provide Project Management And Quantity Surveyor Services For A Major Compound Remodelling And Refurbishment At British Embassy, Tokyo",Foreign Commonwealth And Development Office,Future Opportunity,Open,Any Region,,  £0,2024-05-14
Supply Of Overalls With Laundry Service,Leeds City Council,Opportunity,Open,Yorkshire And The Humber,2024-05-30 00:00:00,  £10000,2024-05-14
Provision Of Tyres And Tyre Services,Bedford Borough Council,Opportunity,Open,Mk42 9Ap,2024-06-14 11:00:00,  £160000 to £320000,
Supply Of Waste Services,Via East Midlands,Opportunity,Open,Ng22 8St,2024-06-13 15:00:00,  £185000,2024-05-14
Pseudo-Dps For Alternative Education Provision (Ap) 2024 - 2027,Bedford Borough Council,Opportunity,Open,Mk42 9Ap,2027-03-22 12:00:00,  £0 to £2150000,
Fixed Wire Testing,Lifecycle Management Group Limited,Opportunity,Open,Gl1 3Nn,2024-05-28 14:00:00,  £0,
South Cambridgeshire District Council - Clerk Of Works/Employers Agent 140 Cambridge Science Park Re-Roofing Project,South Cambridgeshire District Council,Opportunity,Open,East Of England,2024-06-04 13:00:00,  £0,2024-05-14
"Contestable Electrical Works, Ashbourne Methodist Church",Greenwood Projects Limited,Opportunity,Open,De6 1Ae,2024-06-10 17:00:00,  £35000,2024-05-14
Gb-Bristol: Steel Portal Framed Building   Tree Processing And Packing Facility,"Forestry Commission, Acting Through Forestry England (Hereinafter Referred To As Forestry England)",Opportunity,Open,North West,2024-06-11 12:00:00,  £500000 to £1000000,2024-05-14
Kitchens & Bathrooms Replacement Planned Works - North East,Accent Housing- E-Tendering System,Early Engagement,Open,Bd1 4As,2024-08-14 00:00:00,Publication date 14 May 2024,
Grounds Maintenance - Ml2024/006,Magenta Living,Opportunity,Open,England,2024-06-07 13:00:00,  £3000000,
Pin: Veterinary Experts Panel,Competition Markets Authority,Opportunity,Open,London,2024-05-28 00:00:00,  £90000,2024-05-14
Provision Of Insurance And Related Services To Sovereign Housing Association Limited T/A Sovereign Network Group & Sovereign Network Homes T/A Sovereign Network Group,Sovereign Housing Association Limited T/A Sovereign Network Group & Sovereign Network Homes T/A Sovereign Network Group,Opportunity,Open,Any Region,2024-06-13 17:00:00,  £23265000,2024-05-14
Cov - Organic Waste,Coventry City Council (Cov),Opportunity,Open,Cv1 2Gn,2024-06-14 12:00:00,  £0 to £9555000,2024-05-14
Emergency Lighting Discharge Testing Boroughwide 2024-2027,Dartford Borough Council,Opportunity,Open,South East,2024-06-13 12:00:00,  £90000,2024-05-14
Ca14100 - Tender Fire Alarm End Of Life Project. Location Sn3 1Ah,New College Swindon,Opportunity,Open,Sn3 1Ah,2024-06-04 10:00:00,  £0,2024-05-14
The Provision Of Specialist Substance Use Detoxification And Rehabilitation Services,Lancashire County Council,Opportunity,Open,North West,2034-07-31 10:00:00,  £30217214,2024-05-14
Projen Holidays Ltd- Solar Panel And Battery System,Projen Holidays Limited,Opportunity,Open,South West,2024-05-28 17:00:00,  £80000 to £90000,
Construction Development Survey For British Embassy Dubai,Foreign Commonwealth And Development Office,Opportunity,Open,Any Region,2024-05-31 10:00:00,  £100000,
Eitt For The Provision Of Tenant Satisfaction Measures - Tenant Perception Surveys,New Forest District Council,Opportunity,Open,United Kingdom,2024-06-11 12:00:00,  £70000 to £80000,2024-05-14
Independent Reviewing Officers (Iro) And Foster Carer Reviewing Officers (Fcro),London Borough Of Brent,Opportunity,Open,England,2024-06-12 13:00:00,  £716000,2024-05-13
Hbc0524  2024 Insurance Lots 1-5,Hertsmere Borough Council,Opportunity,Open,Wd6 1Wa,2024-06-13 12:00:00,  £500000 to £2000000,2024-05-13
Provision Of Bulk Water Delivery For British Embassy Harare,Foreign Commonwealth And Development Office,Opportunity,Open,Sw1A 2Ah,2024-06-03 14:00:00,  £75000,2024-05-13
Tower Hamlets Self Management Support Service,N E L Commissioning Support Unit,Opportunity,Open,London,2024-06-03 17:00:00,  £545025 to £577725,2024-05-13
Rfi0031-B Flight Data Monitoring (Fdm) - Provision Of Gdras,Ministry Of Defence,Early Engagement,Open,Any Region,2024-05-28 00:00:00,Publication date 13 May 2024,
Harehill Extra Care Housing,Rochdale Metropolitan Borough Council,Opportunity,Open,England,2024-06-13 12:00:00,  £1650000,2024-05-13
Luv01243 Uol Student Assistance Programme,University Of Leicester,Opportunity,Open,East Midlands,2024-06-14 15:00:00,  £250000,2024-05-13
Merchant Acquirer And Gateway,General Medical Council (Gmc),Opportunity,Open,Any Region,2024-06-14 12:00:00,  £0,2024-05-13
Career Framework Development For The Further Education Sector,The Education And Training Foundation,Opportunity,Open,"North East, Yorkshire And The Humber, North West, East Midlands, West Midlands, East Of England, South East, South West, London",2024-06-10 16:00:00,  £0 to £68000,2024-05-13
Swan House Housing Management,North East Lincolnshire Council,Opportunity,Open,Yorkshire And The Humber,2024-06-12 12:00:00,  £0 to £1620000,2024-05-13
Green Skills' To Support Businesses Transition To A Net-Zero Future,Basildon  Borough Council,Opportunity,Open,East Of England,2024-06-07 12:00:00,  £299999,2024-05-13
Appointment For Design And Build Works On Royal Navy Submarine Museum Memorial Wall,The National Museum Of The Royal Navy,Opportunity,Open,Po12 2As,2024-06-18 12:00:00,  £130000 to £180000,2024-05-13
Gb-London: Modelling The Funding Implications Of Government Waste Reforms On Local Government,Local Government Association,Opportunity,Open,London,2024-05-24 12:00:00,  £10000 to £25000,2024-05-13
Community Health Partnerships - Provision Of Soft Fm Helpdesk Services,Community Health Partnerships Limited,Opportunity,Open,M1 3Ld,2024-06-21 12:00:00,  £450000,2024-05-13
"Bathroom Replacement Planned Works - East, South & Yorkshire",Accent Housing- E-Tendering System,Opportunity,Open,Bd1 4As,2024-06-07 17:00:00,  £0,
Ca14058 - Big Creative Academy - Outsourced Catering Services,Big Creative Academy,Opportunity,Open,E17 5Sd,2024-06-28 17:00:00,  £300000,2024-05-13
Agency Recruitment Services Tender,University Of Derby,Opportunity,Open,East Midlands,2024-06-12 12:00:00,  £2000000,2024-05-13
"13411 - Demolition And Associated Works Oscott Manor School, Old Oscott Hill, Kingstanding, Birmingham B44 9Sp",Birmingham City Council,Opportunity,Open,B4 7Dj,2024-06-07 12:00:00,  £0,2024-05-13
Provision Of Logistic Bags And Wraps,Fcdo Services,Early Engagement,Open,South East,2024-05-27 00:00:00,Publication date 13 May 2024,
East Lindsey District Council Request For Quotation: Provision Of Annual Canvass Services - Visits To Properties And Hand Delivery Of Follow Up Electoral Registration Forms,Pspsl,Opportunity,Open,Ln9 6Ph,2024-06-17 16:00:00,  £0,2024-05-13
"Wp3991: Waste Treatment And Disposal Services - Soil And Rubble, Ceramics, Plasterboard Waste",Walsall Council E-Tendering,Opportunity,Open,Ws1 1Tp,2024-06-13 12:00:00,  £0,2024-05-13
Birmingham Women'S Hospital Maternity Simulation Suite Works,University Hospitals Birmingham Nhs Foundation Trust,Opportunity,Open,West Midlands,2024-06-03 12:00:00,  £750000,2024-05-13
Taunton Town Council Office Fit Out,Taunton Town Council,Opportunity,Open,Ta1 1He,2024-06-05 16:01:00,  £50000 to £120000,
Planned Bus Disruptions - Notice Of Events (Noe),Transport For London,Early Engagement,Open,London,2024-06-17 00:00:00,Publication date 13 May 2024,
Upcoming Itt Ntoice: Procurement Partner To Support The Commissioning Of Services To Young People,National Citizen Service,Future Opportunity,Open,Any Region,,  £300000,2024-05-13
"The Provision, Service And Maintenance Of Plumbed In Water Coolers",Nottinghamshire County Council,Opportunity,Open,England,2024-06-10 23:59:00,  £80000,2024-05-13
"Gb-London: Lead Facilitator, Special Interest Group On Countering Extremism",Local Government Association,Opportunity,Open,London,2024-05-31 17:00:00,  £10000 to £25000,2024-05-13
Media Buying Services For Ncg,Ncg Corporation,Opportunity,Open,Any Region,2024-06-13 12:00:00,  £1300000,2024-05-13
Cornish Manors - External Decorations & Repairs To Communal Parts,Medway Council,Opportunity,Open,England,2024-06-07 12:00:00,  £400000,2024-05-13
Rfi - Procurement Of Commercial End To End Solution For Immunocompromised Assays,Uk Health Security Agency,Early Engagement,Open,Bs10 5Nb,2024-05-27 00:00:00,Publication date 13 May 2024,
Park And Ride Market Engagement 2024,Cheshire West And Chester Borough Council,Early Engagement,Open,England,2024-05-30 00:00:00,Publication date 13 May 2024,
Pan3051 - Loft & Cavity Insulation And Associated Works,Leicester City Council,Opportunity,Open,England,2024-06-12 12:00:00,  £1000000,2024-05-13
Provision Of Traffic Management,Via East Midlands,Opportunity,Open,England,2024-06-21 11:00:00,  £4000000,2024-05-13
Gmp Electrical Works Nocab - 23/24 - Uk,Fcdo Services,Opportunity,Open,Mk19 7Bh,2024-06-28 13:00:00,  £0,2024-05-13
Installation And Maintenance Of Festive Lights 2024 - 2025,North Tyneside Council,Opportunity,Open,England,2024-05-31 12:00:00,  £70000,
Provision Of Pest Control Services,Gloucestershire County Council,Opportunity,Open,England,2024-06-10 17:00:00,  £100000,2024-05-13
"Framework Agreement For The Provision Of Management, Collection, Slaughter, Salvage And Disposal Of Farmed Livestock For Tb Control Purposes (""Reactor Removal"")",,Early Engagement,Open,Ls11 9At,2024-05-31 00:00:00,Publication date 13 May 2024,
Pe2023-24/3293 Virtual Platform For Student Engagement,University Of Leeds,Opportunity,Open,Yorkshire And The Humber,2024-06-18 12:00:00,  £250000,2024-05-13
Cbc-1678-T-Ts Structural And Groundwork Repairs,Central Bedfordshire Council,Opportunity,Open,Sg17 5Tq,2024-06-07 11:00:00,  £0,2024-05-13
Provision Of Cleaning/Janitorial Products And Operational Supplies,Gloucestershire County Council,Opportunity,Open,England,2024-06-12 17:00:00,  £300000,2024-05-13
Invitation To Tender For The Provision Of Habilitation Services To Visually Impaired Children And Young People,Herefordshire Council,Opportunity,Open,England,2024-06-10 12:00:00,  £102500,2024-05-13
Tender For Sherwood Avenue Active And Wheeled Sports Area Redevelopment For Newark And Sherwood District Council,Newark & Sherwood District Council,Opportunity,Open,Ng24 1By,2024-07-12 12:00:00,  £200000 to £250000,2024-05-13
Provision Of Monthly Scaffolding Assurance Inspections Audits,City Of Doncaster Council,Opportunity,Open,Dn1 3Bu,2024-06-12 12:00:00,  £0,2024-05-13
Specialist Munitions Test House,Ministry Of Defence,Opportunity,Open,Sp4 0Jq,2024-06-10 17:00:00,  £150000,2024-05-13
"Asbestos Surveys - Capital, Repairs And Compliance 24 - 29",Onward Homes,Opportunity,Open,M21 7Qy,2024-06-13 12:01:00,  £0,2024-05-13
Cornelius Vermuyden School ~ Catering Tender,Cornelius Vermuyden School,Opportunity,Open,East Of England,2024-06-21 12:00:00,  £1600000,2024-05-13
Framework For The Supply Of Accident And Repair Services,Hampshire County Council,Opportunity,Open,So238Uj,2024-06-28 14:00:00,  £1000000 to £2500000,2024-05-13
Bhcc Ageing Well 2025,Brighton & Hove City Council,Early Engagement,Open,South East,2024-06-04 00:00:00,Publication date 13 May 2024,
Ap2337 - Temporary Heating And Hot Water Solutions - Hire,Scape Group Limited (Trading As Scape),Opportunity,Open,Yorkshire And The Humber,2024-06-21 14:00:00,  £640000,2024-05-13
Pin - Rif Replacement Frameworks (Idef & Iswf),Nuclear Waste Services,Early Engagement,Open,Ca20 1Db,2024-05-24 00:00:00,Publication date 13 May 2024,
A Prior Information Notice Concerning A Market Engagement Event In Connection With A Forthcoming Tender For A Water Quality Monitoring And Analytical Services Including The Carrying Out Of Mechanical And Electrical Asset Lifecycle Condition Surveying.,Southampton City Council,Early Engagement,Open,South East,2024-05-28 00:00:00,Publication date 13 May 2024 last edited 13 May 2024,
Contract For The Provision Of A Consultation And Engagement System,Durham County Council,Opportunity,Open,England,2024-06-14 12:00:00,  £20000,2024-05-13
Bletchley & Fenny Stratford Highstreet Footfall Monitoring,Milton Keynes Council,Opportunity,Open,Mk9 3Ej,2024-05-29 12:00:00,  £0,
Tree Maintenance - Reactive - Tree Maintenance - Reactive - Parks,London Borough Of Haringey - Parks And Leisure,Opportunity,Open,United Kingdom,2024-05-29 10:00:00,  £0,2024-05-13
Celtic Sea Floating Offshore Wind - Industry Delivery Plans (Inter-Array Cables),Celtic Sea Power Limited,Opportunity,Open,"United Kingdom, Isle Of Man, Channel Islands",2024-06-05 17:00:00,  £30000,
Provision Of Insurance And Related Services To Castles & Coasts Housing Association,Castles & Coasts Housing Association,Opportunity,Open,Any Region,2024-06-12 17:00:00,  £3915000,2024-05-13
Uk Holocaust Memorial And Learning Centre - Graphic Design Services,"Department For Levelling Up, Housing And Communities",Opportunity,Open,Sw1P 4Df,2024-05-31 13:00:00,  £10000 to £25000,
"Bickleigh Parish Council The Council Office The Woolwell Centre Darklake Lane Woolwell Plymouth Pl6 7Tr 07508 324699 Parishclerk@Bickleigh.Gov.Uk Tender For The Renewal And Upgrade Of The Electrical & Mechanical Building Services Inclusive Of Builders Work In Connection At The Woolwell Centre Assosiated With The Heating, Domestics & Main Hall Ventilation System..",Bickleigh Parish Council,Opportunity,Open,Pl6 7Tr,2024-06-03 17:00:00,  £50000 to £100000,2024-05-13
Buildings Based Day Care,Lincolnshire County Council,Opportunity,Open,East Midlands,2024-06-12 09:00:00,  £5127570,2024-05-13
4154.Lms.Sw.24 Ult Freezers,University Of Sheffield,Opportunity,Open,Yorkshire And The Humber,2024-06-07 12:00:00,  £400000,2024-05-13
"Expression Of Interest - Homeless Hostels, Housing First And Support Services",Thurrock Council,Early Engagement,Open,Rm17 6Sl,2024-08-13 00:00:00,Publication date 10 May 2024 last edited 13 May 2024,
Ca14095 - Tender For Fire Alarm End Of Life Project For Queens Drive Campus,New College Swindon,Opportunity,Open,Sn3 1Ah,2024-06-17 10:00:00,  £0,2024-05-13
Research On Direct Air Carbon Capture: What Is The Global Abatement Potential?,Desnz,Early Engagement,Open,Sw1A 2Aw,2024-05-22 00:00:00,Publication date 13 May 2024,
Community Woodlands Track Upgrade,Pigshill & Clarrick Woods Community Interest Company,Opportunity,Open,Pl10 1La,2024-06-10 17:00:00,  £55000 to £70000,
Soft Market Test: Localised Housing Options & Advice Services,Sheffield City Council,Opportunity,Open,Yorkshire And The Humber,2024-06-07 12:00:00,  £0,2024-05-13
Evaluation Of London Climate Finance Facility Market Engagement,Transport For London,Early Engagement,Open,United Kingdom,2024-05-30 00:00:00,Publication date 13 May 2024,
Hse Rfq - Prs High Flow Equipment And Ancillaries,Health & Safety Executive,Opportunity,Open,Sk17 9Jn,2024-05-23 13:00:00,  £1000 to £54166.66,2024-05-13
Small Works Maintenance Framework 2024,University Of Bristol,Opportunity,Open,Bs2 8Bb,2024-06-14 12:00:00,  £5000,2024-05-13
"Commercial Plant, Pipework And Ventilation Servicing & Repairs Services",Canterbury City Council,Opportunity,Open,England,2024-06-13 12:00:00,  £1200000,2024-05-13
At1309 - Local Transport Plan,Luton Council,Opportunity,Open,Lu1 2Rd,2024-06-12 17:00:00,  £150000,2024-05-13
Ldc-334 Waste Vehicles,Lichfield District Council,Opportunity,Open,England,2024-06-13 12:00:00,  £11600000,2024-05-13
Domestic Homicide Review Chairs,Plymouth City Council,Opportunity,Open,England,2024-06-10 12:00:00,  £36000,2024-05-13
Supply And Install Flat Roofs - Springvale,Greensquareaccord,Opportunity,Open,Sn14 0Gu,2024-05-28 08:00:00,  £0 to £12095675,
Lease Of Up To 2 Mmo Offshore Patrol Vessels,Marine Management Organisation,Opportunity,Open,"East Midlands, East Of England, London, North East, North West, Scotland, South East, South West, Wales, West Midlands, Yorkshire And The Humber, Northern Ireland, Channel Islands",2024-06-24 12:00:00,  £14000000 to £32200000,2024-05-13
Facilities Management,Bolsover District Council,Opportunity,Open,S43 4Jy,2024-06-10 12:00:00,  £0,2024-05-13
Independent Financial Audit Of Eu Life Funded Project - Life Recreation Remedies (Life18 Nat/Uk00039),Natural England,Opportunity,Open,United Kingdom,2024-06-10 12:00:00,  £5000 to £12000,2024-05-13
Light Touch Regime - Tender For The Provision Of Care Services And Facilities Management For The Elderly Care Services,Government Of Gibraltar,Opportunity,Open,Gibraltar,2024-06-12 10:00:00,  £7200000 to £8900000,2024-05-13
Rbgkew1309 Long-Read Ash Genome Sequencing 2024,"Royal Botanic Gardens, Kew",Opportunity,Open,London,2024-06-13 12:00:00,  £167000,2024-05-13
